mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_depth,param_max_features,param_max_leaf_nodes,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.08057150840759278,0.0007328844038013975,0.020558834075927734,0.0005026771320486431,9,log2,3,25,"{'max_depth': 9, 'max_features': 'log2', 'max_leaf_nodes': 3, 'n_estimators': 25}",0.5555555555555556,0.5,0.4444444444444444,0.5294117647058824,0.6470588235294118,0.5352941176470588,0.06698629006702725,36
0.08914666175842285,0.032725658624758985,0.017160892486572266,0.000986729594271824,9,log2,3,50,"{'max_depth': 9, 'max_features': 'log2', 'max_leaf_nodes': 3, 'n_estimators': 50}",0.6666666666666666,0.5555555555555556,0.4444444444444444,0.5294117647058824,0.6470588235294118,0.5686274509803921,0.08110897807837161,2
0.14738569259643555,0.004731171732342242,0.03432159423828125,0.004923067111452789,9,log2,3,100,"{'max_depth': 9, 'max_features': 'log2', 'max_leaf_nodes': 3, 'n_estimators': 100}",0.5555555555555556,0.5,0.5,0.4117647058823529,0.6470588235294118,0.5228758169934641,0.0773067518957775,69
0.3630221366882324,0.12274958342689277,0.07541098594665527,0.025741965078564435,9,log2,3,150,"{'max_depth': 9, 'max_features': 'log2', 'max_leaf_nodes': 3, 'n_estimators': 150}",0.5555555555555556,0.5,0.5,0.47058823529411764,0.6470588235294118,0.534640522875817,0.06257465958118395,43
0.03791494369506836,0.0006198136651511515,0.01015019416809082,0.0007401207794157335,9,log2,6,25,"{'max_depth': 9, 'max_features': 'log2', 'max_leaf_nodes': 6, 'n_estimators': 25}",0.6111111111111112,0.5,0.4444444444444444,0.5294117647058824,0.6470588235294118,0.54640522875817,0.0736969768252546,16
0.07422103881835937,0.00223526816157803,0.016742134094238283,0.0007425448043745472,9,log2,6,50,"{'max_depth': 9, 'max_features': 'log2', 'max_leaf_nodes': 6, 'n_estimators': 50}",0.5555555555555556,0.5,0.4444444444444444,0.47058823529411764,0.6470588235294118,0.5235294117647059,0.07196669076340291,59
0.26708087921142576,0.08304559511356432,0.05844235420227051,0.013782786013471694,9,log2,6,100,"{'max_depth': 9, 'max_features': 'log2', 'max_leaf_nodes': 6, 'n_estimators': 100}",0.5,0.5,0.5,0.4117647058823529,0.6470588235294118,0.5117647058823529,0.07578881603955957,87
0.2609147548675537,0.0672424308277022,0.04567971229553223,0.0009775226825404412,9,log2,6,150,"{'max_depth': 9, 'max_features': 'log2', 'max_leaf_nodes': 6, 'n_estimators': 150}",0.5555555555555556,0.5,0.3333333333333333,0.5294117647058824,0.6470588235294118,0.5130718954248366,0.10247065410335171,80
0.06203608512878418,0.01936824034491279,0.01634969711303711,0.0048635475658622826,9,log2,9,25,"{'max_depth': 9, 'max_features': 'log2', 'max_leaf_nodes': 9, 'n_estimators': 25}",0.5,0.6111111111111112,0.5,0.4117647058823529,0.7058823529411765,0.5457516339869282,0.10203198452504918,23
0.17132062911987306,0.009541047745308284,0.037705516815185545,0.0015895971597398469,9,log2,9,50,"{'max_depth': 9, 'max_features': 'log2', 'max_leaf_nodes': 9, 'n_estimators': 50}",0.5555555555555556,0.5555555555555556,0.3333333333333333,0.4117647058823529,0.7058823529411765,0.5124183006535948,0.12911433437768105,81
0.21122894287109376,0.049557078805588024,0.041096067428588866,0.006221886294407413,9,log2,9,100,"{'max_depth': 9, 'max_features': 'log2', 'max_leaf_nodes': 9, 'n_estimators': 100}",0.5,0.4444444444444444,0.4444444444444444,0.47058823529411764,0.6470588235294118,0.5013071895424837,0.07570422083958307,92
0.40492920875549315,0.12099041724916103,0.08795242309570313,0.024939889550603396,9,log2,9,150,"{'max_depth': 9, 'max_features': 'log2', 'max_leaf_nodes': 9, 'n_estimators': 150}",0.5,0.5,0.3888888888888889,0.47058823529411764,0.6470588235294118,0.5013071895424837,0.083460750980104,92
0.04487996101379395,0.003562333640318035,0.009973287582397461,0.0010931458623954168,9,,3,25,"{'max_depth': 9, 'max_features': None, 'max_leaf_nodes': 3, 'n_estimators': 25}",0.6111111111111112,0.5,0.5,0.47058823529411764,0.7058823529411765,0.5575163398692811,0.08838283476814013,8
0.07898187637329102,0.00796327071081724,0.016556739807128906,0.0010178690783317133,9,,3,50,"{'max_depth': 9, 'max_features': None, 'max_leaf_nodes': 3, 'n_estimators': 50}",0.5555555555555556,0.5,0.3888888888888889,0.4117647058823529,0.6470588235294118,0.5006535947712418,0.09470134903019016,96
0.2577169895172119,0.06900524609832624,0.0634228229522705,0.020524240212871376,9,,3,100,"{'max_depth': 9, 'max_features': None, 'max_leaf_nodes': 3, 'n_estimators': 100}",0.5555555555555556,0.5,0.3888888888888889,0.47058823529411764,0.6470588235294118,0.5124183006535947,0.08620020567351983,83
0.25093660354614256,0.062060289481197205,0.044268035888671876,0.00048654662132185413,9,,3,150,"{'max_depth': 9, 'max_features': None, 'max_leaf_nodes': 3, 'n_estimators': 150}",0.5555555555555556,0.5,0.4444444444444444,0.47058823529411764,0.6470588235294118,0.5235294117647059,0.07196669076340291,59
0.05205626487731933,0.0162261735505528,0.013962793350219726,0.004993037323522515,9,,6,25,"{'max_depth': 9, 'max_features': None, 'max_leaf_nodes': 6, 'n_estimators': 25}",0.5555555555555556,0.6111111111111112,0.4444444444444444,0.5294117647058824,0.5882352941176471,0.5457516339869282,0.05779788488740955,23
0.16772913932800293,0.008765368191364645,0.03512825965881348,0.0003878114760823023,9,,6,50,"{'max_depth': 9, 'max_features': None, 'max_leaf_nodes': 6, 'n_estimators': 50}",0.5555555555555556,0.5,0.3888888888888889,0.5294117647058824,0.7058823529411765,0.5359477124183007,0.1021993187654372,31
0.18789844512939452,0.0619637750108986,0.03729100227355957,0.014353051122710077,9,,6,100,"{'max_depth': 9, 'max_features': None, 'max_leaf_nodes': 6, 'n_estimators': 100}",0.5555555555555556,0.5,0.4444444444444444,0.5294117647058824,0.6470588235294118,0.5352941176470588,0.06698629006702725,36
0.3321342945098877,0.13734352756868143,0.06440615653991699,0.025174556916444497,9,,6,150,"{'max_depth': 9, 'max_features': None, 'max_leaf_nodes': 6, 'n_estimators': 150}",0.5555555555555556,0.5,0.4444444444444444,0.4117647058823529,0.6470588235294118,0.5117647058823529,0.08353749181004164,87
0.0799781322479248,0.004942151858400143,0.018756294250488283,0.005101921728065686,9,,9,25,"{'max_depth': 9, 'max_features': None, 'max_leaf_nodes': 9, 'n_estimators': 25}",0.5,0.5,0.3888888888888889,0.47058823529411764,0.7058823529411765,0.5130718954248367,0.10463641996749097,75
0.0811762809753418,0.007267620519659572,0.01735525131225586,0.0018506010326292607,9,,9,50,"{'max_depth': 9, 'max_features': None, 'max_leaf_nodes': 9, 'n_estimators': 50}",0.5,0.6111111111111112,0.3888888888888889,0.47058823529411764,0.7058823529411765,0.5352941176470589,0.11109957648702229,34
0.17872047424316406,0.04182558103600851,0.039304924011230466,0.012287907095135598,9,,9,100,"{'max_depth': 9, 'max_features': None, 'max_leaf_nodes': 9, 'n_estimators': 100}",0.5,0.5,0.2777777777777778,0.47058823529411764,0.7058823529411765,0.4908496732026144,0.13580623608847814,100
0.3863729953765869,0.09079856361883779,0.07259116172790528,0.018541331429402935,9,,9,150,"{'max_depth': 9, 'max_features': None, 'max_leaf_nodes': 9, 'n_estimators': 150}",0.5,0.5,0.5,0.47058823529411764,0.6470588235294118,0.5235294117647059,0.06280634265900772,59
